identity,XGW_1,XGW_201,XGW_202,XGW_203,XGW_204,XGW_205,XGW_206,XGW_207,XGW_208,XGW_209,XGW_210,XGW_211,XGW_2_rb01,XGW_2_rb02,XGW_2_rb03,XGW_2_rb04,XGW_2_rb05,XGW_2_rb06,XGW_2_rb07,XGW_2_rb08,XGW_2_rb09,XGW_2_rb10,XGW_2_rb11,gender,age,region,income_v2,inputstate,child18,employ,newsint,student,race,educ,marstat,hholdsize,ideo5,votereg,social_nets_mem01,social_nets_mem02,social_nets_mem03,social_nets_mem04,social_nets_mem05,social_nets_mem06,social_nets_mem07,social_nets_mem08,social_nets_mem09,social_nets_mem10,social_nets_mem11,social_nets_mem12,social_nets_mem13,social_nets_mem14,weight_nat
14559445,3,0,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,2,39,2,4,27,2,1,4,3,1,3,5,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7280000083
14595429,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,51,3,9,12,2,1,2,3,1,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7519999728
14751092,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,30,3,4,21,2,6,1,3,1,3,1,2,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.7280000083
14964978,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,33,4,6,6,2,8,3,3,6,5,5,3,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.8138666952
14996911,2,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,52,4,8,6,2,1,1,3,8,5,1,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.8923871111
15020493,4,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,62,2,11,17,2,6,1,3,1,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8467199974
15161197,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,78,2,3,18,2,5,1,3,1,2,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8243934043
15272576,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,58,3,7,12,2,5,1,3,1,2,1,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7941817926
15335804,4,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,1,62,1,8,25,2,1,1,3,1,3,1,2,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7137627132
15547600,4,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,2,66,3,7,12,2,5,1,3,1,2,1,2,4,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0.8243934043
15623880,4,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,1,71,4,10,53,2,2,1,3,1,6,1,1,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.6800000221
15794099,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,61,3,5,13,1,7,1,3,1,2,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7519999728
15797635,4,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,77,3,97,48,2,5,1,3,1,3,1,2,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7672000061
15804159,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,54,1,7,9,2,7,4,3,1,3,1,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7502221883
15804294,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,51,3,2,12,2,5,1,3,3,5,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.127999983
15911778,3,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,2,50,4,7,41,2,1,2,3,1,6,5,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.642962946
15917394,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,55,2,9,26,1,7,1,3,7,5,1,8,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8349091076
15959251,4,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,1,66,2,97,17,2,5,1,3,1,5,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.744000009
15973644,4,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,60,4,10,6,2,1,1,3,1,1,1,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7941817926
16046876,3,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,62,2,12,17,2,5,1,3,1,6,1,3,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8467199974
16141311,4,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,1,64,3,97,45,2,5,1,3,1,3,1,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7137627132
16152123,4,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,1,57,1,97,42,2,1,1,3,1,2,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7941817926
16203280,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,37,2,5,27,2,2,1,3,1,6,5,2,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1.400000006
16312849,4,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,2,54,4,97,16,2,4,3,3,1,3,1,2,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7502221883
16331692,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,59,1,9,42,2,7,2,3,1,2,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7519999728
16352276,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,51,4,10,6,1,1,1,3,1,5,1,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8923871111
16361680,3,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,1,61,1,97,34,2,1,1,3,1,5,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8923871111
16374410,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,64,3,5,48,2,6,1,3,1,5,3,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8923871111
16397075,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,47,1,4,34,2,1,1,3,1,2,6,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7941817926
16497304,2,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,66,2,9,55,2,1,1,3,1,5,4,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.744000009
16533702,3,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,1,42,3,2,21,2,6,2,3,1,3,3,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7895999848
16553531,3,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,58,1,6,42,2,2,1,3,7,2,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7941817926
16559930,3,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,2,63,4,12,6,2,2,3,3,1,5,1,6,6,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.8349091076
16587658,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,28,3,5,10,2,1,1,3,1,3,5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.763636367
16662746,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,66,3,3,12,2,1,2,3,1,2,3,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8243934043
16751148,3,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,2,32,2,3,26,2,1,3,3,1,4,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7280000083
16797929,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,47,3,3,24,1,7,2,3,1,2,1,3,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.7519999728
16821701,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,64,1,3,23,2,5,1,3,2,2,3,3,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1.993599977
16843538,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,26,1,4,36,1,1,2,3,1,4,1,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.763636367
16929987,4,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,2,70,3,7,48,2,5,1,3,1,5,1,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6800000221
16975731,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,85,3,4,51,2,5,2,3,1,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8356923361
16988474,4,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,1,41,1,11,36,1,1,1,3,1,5,5,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7354666806
17014982,4,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,2,64,2,7,17,2,5,1,3,2,2,3,2,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.993599977
17041465,3,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,54,2,12,26,1,4,2,3,1,6,1,4,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8467199974
17104623,4,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,39,3,5,45,2,1,3,1,1,2,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24444445
17109712,4,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,2,34,1,8,42,2,1,1,2,1,6,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.400000006
17164194,4,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,1,71,3,9,21,2,5,1,3,1,3,1,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7672000061
17193488,3,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,38,2,10,19,1,1,1,3,1,5,1,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7354666806
17207825,4,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,2,72,2,97,18,2,5,1,3,1,4,4,1,2,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.6539354661
17234756,4,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,2,35,1,7,25,1,7,4,3,1,2,1,9,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.8281212352
17252966,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,2,27,3,6,37,2,1,2,3,1,3,6,2,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0.763636367
17260780,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,80,3,10,40,2,9,1,3,1,6,4,3,5,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0.6800000221
17335313,3,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,1,31,2,2,39,2,4,1,3,1,2,5,4,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1.24444445
17404128,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,68,2,9,29,2,5,1,3,3,2,1,2,4,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2.911999906
17437537,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,80,4,4,35,2,5,1,3,1,2,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8243934043
17465344,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,43,3,5,12,1,1,1,3,3,3,3,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.8213333696
17475234,4,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,2,77,4,1,53,2,5,1,3,1,2,4,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8243934043
17505534,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,29,3,4,40,1,1,1,2,1,5,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.12861534
17514245,3,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,1,64,4,9,6,2,1,1,3,1,5,1,2,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.8923871111
17583959,3,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,1,60,3,10,48,2,1,1,3,3,3,6,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.586666718
17645948,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,2,47,4,6,8,2,1,2,3,1,5,1,2,3,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.8349091076
17673088,4,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,2,70,3,3,54,2,5,1,3,1,5,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.6800000221
17683210,4,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,1,66,3,9,47,2,5,1,3,1,2,1,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8356923361
17687978,3,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,2,60,1,12,36,2,1,1,3,2,6,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8400000371
17708557,4,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,60,3,9,40,2,5,1,3,1,6,5,1,5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.8467199974
17759451,4,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,57,4,6,16,2,1,3,3,7,3,1,2,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7137627132
17764594,3,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,2,59,2,10,20,2,4,1,3,1,2,1,3,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.7519999728
17793850,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,69,2,4,39,2,5,1,3,1,3,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6539354661
17828429,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,60,2,5,39,2,5,1,3,1,2,1,2,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7519999728
17837326,3,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,2,68,3,11,12,1,5,1,3,1,4,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6539354661
17898292,3,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,63,3,4,5,2,6,1,3,1,3,1,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7137627132
17969819,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,62,1,97,34,2,5,1,3,1,4,1,3,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.7502221883
18008531,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,60,2,2,26,2,6,2,3,1,2,4,1,5,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7519999728
18029617,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,67,1,1,9,2,5,2,3,1,2,3,1,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.8243934043
18030442,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,73,3,6,1,2,5,2,3,1,1,3,2,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0.8243934043
18036321,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,76,1,12,42,2,2,1,3,1,6,1,2,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.6800000221
18162838,3,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,64,3,5,13,2,5,1,3,2,3,3,1,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1.400000006
18162983,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,39,4,8,6,1,2,1,3,1,6,1,4,2,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0.9258666779
18164507,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,70,3,97,40,2,2,1,3,1,5,6,2,4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.744000009
18178795,3,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,2,59,2,4,31,2,5,4,3,1,2,1,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7519999728
18196640,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,49,3,6,12,2,4,2,3,1,3,3,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7502221883
18241835,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,55,1,5,25,2,6,2,3,1,2,4,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7941817926
18244032,4,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,1,26,3,9,12,2,8,1,1,3,2,5,5,4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,16.3520005
18248405,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,72,3,2,51,2,5,2,3,1,3,4,3,2,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0.6539354661
18256009,3,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,2,40,3,12,51,1,1,1,3,1,6,3,8,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.400000006
18278783,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,33,1,12,25,1,1,2,3,1,5,1,3,3,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0.7354666806
18379668,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,40,2,6,39,1,1,2,3,2,5,5,4,2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.671999988
18388129,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,27,4,97,6,2,4,4,3,6,3,5,3,6,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0.763636367
18419840,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,49,2,8,17,1,1,1,1,1,6,1,6,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.8467199974
18560860,4,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,60,3,14,24,2,2,1,3,1,5,1,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8923871111
18563158,3,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,1,58,1,10,36,2,1,1,3,1,2,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7941817926
18582139,3,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,2,62,2,3,39,2,1,1,3,1,6,5,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.642962946
18615072,4,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,2,77,3,10,48,2,5,2,3,1,6,1,4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8640000382
18650415,3,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,1,43,1,10,36,2,1,1,3,1,5,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7354666806
18678310,3,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,1,50,2,97,17,2,1,1,3,1,2,3,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7941817926
18735551,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,54,1,7,42,1,9,1,3,1,3,1,3,4,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0.7137627132
18742894,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,50,2,12,26,1,1,1,3,2,6,1,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5040000223
18749073,4,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,2,45,3,7,48,1,2,1,3,1,3,1,4,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7502221883
18759239,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,62,2,7,27,2,5,1,3,1,3,1,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7137627132
18804019,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,37,3,7,54,1,1,1,3,1,5,5,5,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.7354666806
18804121,3,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,2,56,3,97,13,1,9,2,1,2,5,1,25,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.671999988
18866782,4,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,2,54,1,2,34,2,2,3,3,5,2,4,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7519999728
18885724,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,45,2,10,17,1,2,2,3,1,5,1,4,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.8349091076
18921206,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,64,4,3,6,2,5,1,3,4,6,5,1,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.8467199974
18928533,4,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,72,1,5,34,2,5,1,3,1,2,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8356923361
18971605,3,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,2,49,1,97,44,2,9,1,3,1,6,1,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.642962946
18991756,4,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,2,46,3,6,37,2,1,3,3,1,6,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.642962946
19026706,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,69,4,6,53,2,5,1,3,1,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8243934043
19039812,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,2,38,3,3,5,1,7,2,3,1,3,1,5,6,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0.7280000083
19045971,4,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,70,3,2,12,2,5,1,3,1,2,1,3,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8356923361
19065268,3,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,48,2,11,19,1,1,3,3,1,6,1,4,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.8467199974
19070869,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,53,2,6,18,1,1,2,3,1,2,1,6,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7519999728
19075380,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,37,2,6,46,1,1,1,3,1,5,1,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7354666806
19078874,3,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,34,3,11,48,1,1,1,3,1,5,6,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7354666806
19081919,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,65,3,1,13,2,5,4,3,1,1,4,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8243934043
19089324,3,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,2,43,2,97,39,2,1,3,3,1,6,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.400000006
19138353,4,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,2,71,3,5,48,2,5,1,3,3,2,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.911999906
19141411,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,64,1,4,42,2,5,1,3,1,3,6,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.7502221883
19187269,4,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,1,50,3,1,48,1,6,1,3,3,5,5,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.127999983
19196462,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,57,1,8,42,2,1,2,3,1,5,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8349091076
19266979,4,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,2,64,3,5,51,2,5,1,3,1,3,1,2,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7502221883
19268872,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,77,4,97,30,2,5,1,3,1,6,5,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8640000382
19295353,4,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,1,71,3,5,47,2,5,1,3,1,2,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8356923361
19370900,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,62,3,97,1,2,6,1,3,1,2,3,1,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7519999728
